"Cluster"
"ZDHHC15" 1
"LOC654346" 5
"FAP" 17
"GPR37" 1
"SCARA5" 0
"EBF4" 19
"SLC5A12" 27
"TPM4" 29
"TNFSF4" 10
"ACADSB" 23
"MYO1A" 8
"PPEF1" 3
"KCNS1" 41
"PIWIL4" 1
"ADAMTS1" 3
"P2RY6" 5
"LOC90835" 1
"LOC400451" 1
"FGF7" 1
"PCSK4" 40
"CYGB" 6
"CLECL1" 10
"PPAPDC1A" 3
"SGCA" 6
"RAB3B" 11
"LOC440087" 2
"UCP1" 2
"FOXA1" 11
"GRIN2D" 12
"PXDNL" 6
"TNFSF13B" 5
"DENND3" 7
"JARID1D" 37
"LOC93349" 10
"DKFZP564J102" 1
"AMH" 12
"TRPM1" 11
"HK2" 23
"ELOVL6" 6
"MDK" 8
